userid,user_display_name,user_screen_name,user_profile_description,fake_news,institute_or_Organization,individual,political_affiliate,retweeters_id,retweeters_category,retweetersCategory,retweeters_count,noOfTweets,noOfReTweets,follower_count,following_count,reply_count,like_count,No_of_usersMentioned,hashtag_counts,urls_counts,quote_count,polls_counts,retweet_tweet_ratio,ageOftheAccount,tweet_client,categories
4ee74271f2d71ead3db0ce797a13ad93464796687f8fa35d9ddbb4692d2284e0,4ee74271f2d71ead3db0ce797a13ad93464796687f8fa35d9ddbb4692d2284e0,4ee74271f2d71ead3db0ce797a13ad93464796687f8fa35d9ddbb4692d2284e0,"""If we couldnt laugh we would all go insane.""",0,0,1,0,"['c572da3ba10e54fce9e286b79738ea70d8b4d112f6947528cf312d749f36119f', '1f56bbc3493f493fe65911a0c23f2a979eb7caec8c0cc996dbcf06cc2da4be4f', 'aeff3f0c795c8ccd42b553bad2d1b09cf92b6188edde0dbedca7b008caac3f28', 'c8fe771b16bf26afae40b1ef218fa044d2ce85cd6ff56e7dda23529b5ac37976', 'ae023844ecbeea50820a894fcf356f99c8631dc2ae6d5652f2de9e36e771ac31', '2e53be78d33abaff627fc091e0317b2a030935496e0ae80cf116faa51ae93d4d', '20cec8927074f5f846ea12d67c8676de880ccc36f5b95f31255a1ada1bd75996', '3b00f04c72895c23c0a2ccd70a9da6bc7866c969d91f820198b2e47499b9ce4f', '59e22fdec3b7e491376c869a8eb3cf6dbf5ac32d0d83948adce0f0483b70529e', 'c76815413de89f114fa30d9ea807d394c27fbf81477690bd351c9dac338ca719']","[2, 3]",2,10,70,29,106,53,12,7,60,112,0,11,0,0.4143,956,1,2
4eee95263cb731be3edd9e06a0b4bd4832f82be94820020e44e98993c24d11ac,4eee95263cb731be3edd9e06a0b4bd4832f82be94820020e44e98993c24d11ac,4eee95263cb731be3edd9e06a0b4bd4832f82be94820020e44e98993c24d11ac,I will not drown in the rising tide of conformity. I will not let authority ignore me. #staywoke Ã¢ËœÂ¯,0,0,1,0,"['c11105737c747683a338d7efcbea63379e803081de056d02233155ef82e58599', '3312143142', '0dea399346f2f1a94e11fbc84897a35f1ccd3fcde6ea5f0e207ba0b296412e47', 'fb6f6cc1a31b47965d9894b89d576add7a679a77e9022aad33d6c0c2310cd789', '3da8a7609e8e8bbc93fb2051c4d6568ad5436d629d003735f217ecd3acd1bb7e', 'beb24c4d724cb8a986f15f48e11895e7e3484598a54af5a0fef356ceb3641193', '88669ad69e40d7c199af91e8107f1e0e7988d377d2e41fff77182bf42f31a1ed', 'ddfd06b8f6b4181acba40f0858d321d7621f13f6b7898e9bfc2396071db5f241', '3c46bd68165bb49be66c657de7f09b1cbd130e65934abd29f5aec28e2a86d43d', '71db45e4783602194ced17d50c4070036dfc754e9557fe918b39e58e8bf7d65b', '4859142199', 'dc213b8db804058108af8a3283265dd9c69f4b1a8c2f237bce2c87d9f150de8f', 'e8e7c2bfdb7272a4a7db5dfcbb01627222d934054e99469baba6a2fe5edb9f92', '0404c43fd292e150e475afeff9a6975d5ee14a8647ee97fce25f515b93759a2c', '523649f043407b9e237008df5cd9ed5182cf53e8a3580dfb8ec0a32827519fc8']","[1, 2, 3]",3,15,691,1517,921,898,26,115,165,422,142,2,0,2.1954,1299,1,2
4f098d47613d423b734cbbd4355f1a455e1ed7721ddc10d3a3d823c9ce9fe607,4f098d47613d423b734cbbd4355f1a455e1ed7721ddc10d3a3d823c9ce9fe607,4f098d47613d423b734cbbd4355f1a455e1ed7721ddc10d3a3d823c9ce9fe607,??#POTUS #MASA #MAGA #Patriots pls READ RT Civil War is Here #Constitution #Republic #Freedom #NRA #Justice #Veteran #DTS #TermLimits DM-Call me dear ur blockd,0,0,0,1,[],[],0,0,2443,17,269,969,56,1009,0,1920,1733,30,0,0.007,10,4,3
4f36e5750305a0f3e4aa3404108aa8bfb5ff7825ec3aa48492441774f6281638,4f36e5750305a0f3e4aa3404108aa8bfb5ff7825ec3aa48492441774f6281638,4f36e5750305a0f3e4aa3404108aa8bfb5ff7825ec3aa48492441774f6281638,"Some people are like nicotine: you know they will harm you, but you still want them to be there.",0,0,1,0,[],[],0,0,1,285,1255,319,0,0,0,1,0,0,0,285,1785,1,2
4fafd6c9eda98e177bf5df6f003851cbf59f22628766af513b106196621b439d,4fafd6c9eda98e177bf5df6f003851cbf59f22628766af513b106196621b439d,4fafd6c9eda98e177bf5df6f003851cbf59f22628766af513b106196621b439d,We become what we think about. Ã¢â‚¬â€œEarl Nightingale,0,0,1,0,['11b2a99966def750bb3e9a4b52d46826cec464aefefecfb792c3b0da7e2d2be7'],[2],1,1,392,202,155,311,2,12,3,150,97,0,0,0.5153,632,1,2
500240550fb81915bdd63d94aa29e73176bff5048595b5ec4b1b5211a95f71b5,500240550fb81915bdd63d94aa29e73176bff5048595b5ec4b1b5211a95f71b5,500240550fb81915bdd63d94aa29e73176bff5048595b5ec4b1b5211a95f71b5,Only the strong survives! Be brave! #StayWoke,0,0,0,1,"['fb6f6cc1a31b47965d9894b89d576add7a679a77e9022aad33d6c0c2310cd789', 'ddfd06b8f6b4181acba40f0858d321d7621f13f6b7898e9bfc2396071db5f241', '4859142199']","[1, 2]",2,3,496,1102,875,927,5,88,83,328,77,2,0,2.2218,1035,1,3
503755dd44da5c71d1271a8ccf2bb718bce44e26bf4b132ac5cd18098720a181,503755dd44da5c71d1271a8ccf2bb718bce44e26bf4b132ac5cd18098720a181,503755dd44da5c71d1271a8ccf2bb718bce44e26bf4b132ac5cd18098720a181,"Every noble person is deeply aware of his blood relationship, his blood ties with his fatherland.",0,0,1,0,[],[],0,0,1,98,2904,299,0,0,0,1,0,0,0,98,177,1,2
5049f34e1bd172f838ef92f24e3cf38368718a20f5f9c23e471854f5298be26b,5049f34e1bd172f838ef92f24e3cf38368718a20f5f9c23e471854f5298be26b,5049f34e1bd172f838ef92f24e3cf38368718a20f5f9c23e471854f5298be26b,"Be strong, things will get better",0,0,1,0,"['1f56bbc3493f493fe65911a0c23f2a979eb7caec8c0cc996dbcf06cc2da4be4f', 'aeff3f0c795c8ccd42b553bad2d1b09cf92b6188edde0dbedca7b008caac3f28', '20cec8927074f5f846ea12d67c8676de880ccc36f5b95f31255a1ada1bd75996', 'a4746268702db4284bc6a181832b74150ff5afe77c0e369d72f03f1029d8664b', '3b00f04c72895c23c0a2ccd70a9da6bc7866c969d91f820198b2e47499b9ce4f', 'dfee299ad7755c7ac1d7c1e43f008c123369f6b13ff68d579ef56937353c9549', 'c76815413de89f114fa30d9ea807d394c27fbf81477690bd351c9dac338ca719', '73f2ed562697f340f4e3ef8b7b248271317662f335b5776b37ac4bcecdf87306']","[0, 2, 3]",3,8,45,28,110,118,0,3,2,82,0,1,0,0.6222,953,1,2
508761973,Petersburg bulletin,NovostiSPb,Patronymic - from the Neva # Petersburg # Peter # SPb # St. Petersburg # VKontakte news: https://t.co/uef6IFQdoi,1,0,0,0,"['2a2383f1a63d6ba732eb854df2866671632bf956322bbac9a9e6e8c2e79497e7', 'ed30e4ec9149e321b8e798d6e7b6f7517d021055cb1c0cb382c8e991460edb5c', 'ad52fa3941dd1809dc52d52264095fbb78a5d7b57d5580f3b2852c9fcf402510']","[0, 2]",2,3,36,0,149672,1024,2,39,45,21,33,0,0,0,1455,1,0
50becc5f58478e4de0b6190a347ab1f3960e62cfdcaef15a908f3e8a1aaa8b1a,50becc5f58478e4de0b6190a347ab1f3960e62cfdcaef15a908f3e8a1aaa8b1a,50becc5f58478e4de0b6190a347ab1f3960e62cfdcaef15a908f3e8a1aaa8b1a,"#Motorist by profession, but #patriot by life",0,0,1,0,[],[],0,0,1,2,93,171,0,0,0,0,0,0,0,2,113,1,2
50c8d2de469e9f61505682dee5c5122b1bcef224f26ff1b2ea19aeba7e1a05c5,50c8d2de469e9f61505682dee5c5122b1bcef224f26ff1b2ea19aeba7e1a05c5,50c8d2de469e9f61505682dee5c5122b1bcef224f26ff1b2ea19aeba7e1a05c5,traveller,0,0,1,0,[],[],0,0,1,0,79,237,0,0,0,0,0,0,0,0,237,1,2
51000fda29a655746890011f33b03085ea5e55495b269ac8a605d6194ea2d87b,51000fda29a655746890011f33b03085ea5e55495b269ac8a605d6194ea2d87b,51000fda29a655746890011f33b03085ea5e55495b269ac8a605d6194ea2d87b,work for google,0,0,1,0,[],[],0,0,4,0,46,211,0,1,0,0,0,0,0,0,1777,1,2
5126e38762c863a3fa30d1a0e551ad1bde2d5c3445324862d6b86be41f43d17b,5126e38762c863a3fa30d1a0e551ad1bde2d5c3445324862d6b86be41f43d17b,5126e38762c863a3fa30d1a0e551ad1bde2d5c3445324862d6b86be41f43d17b,I am not a product of my circumstances. I am a product of my decisions.,0,0,1,0,[],[],0,0,417,0,101,99,0,5,2,93,119,0,0,0,946,1,2
5152de319b5e37350097143fe5169d34811ae4f3124c452a936424fcb5e4c031,5152de319b5e37350097143fe5169d34811ae4f3124c452a936424fcb5e4c031,5152de319b5e37350097143fe5169d34811ae4f3124c452a936424fcb5e4c031,Like JuicyJ,0,0,1,0,[],[],0,0,1,0,123,126,0,0,0,2,0,0,0,0,908,1,2
51adfd241872a1a089e54af26c16bca732b6a99b943f9fba5ac83f694ebb185a,51adfd241872a1a089e54af26c16bca732b6a99b943f9fba5ac83f694ebb185a,51adfd241872a1a089e54af26c16bca732b6a99b943f9fba5ac83f694ebb185a,about life slowly,0,0,1,0,[],[],0,0,5,92,737,1732,0,0,0,4,3,0,0,18.4,230,4,2
51afddd360e8bef7dde0aafbd450ca3426d30a6cfc1efbc740aae9e4336d796b,51afddd360e8bef7dde0aafbd450ca3426d30a6cfc1efbc740aae9e4336d796b,51afddd360e8bef7dde0aafbd450ca3426d30a6cfc1efbc740aae9e4336d796b,"One of the most important keys to Success is having the discipline to do what you know you should do, even when you dont feel like doing it.",0,0,1,0,[],[],0,0,292,0,77,472,3,6,0,113,54,0,0,0,196,1,2
51d25030fad3764e2c64a279800b0f7207fb2c063c796504f667e8a1e3705660,51d25030fad3764e2c64a279800b0f7207fb2c063c796504f667e8a1e3705660,51d25030fad3764e2c64a279800b0f7207fb2c063c796504f667e8a1e3705660,I love opera with all my heart!,0,0,1,0,[],[],0,0,8,3,263,1602,0,0,0,7,1,0,0,0.375,290,1,2
5211e49f55c5e7e85c4165a4b206bc2b40a213dcd5388f553da9ecb88fa00385,5211e49f55c5e7e85c4165a4b206bc2b40a213dcd5388f553da9ecb88fa00385,5211e49f55c5e7e85c4165a4b206bc2b40a213dcd5388f553da9ecb88fa00385,"Deputy Chairman of the Political Council of MHER, Dmitrovsky District",0,0,1,0,[],[],0,0,2,0,267,330,0,0,0,4,0,0,0,0,222,1,2
523649f043407b9e237008df5cd9ed5182cf53e8a3580dfb8ec0a32827519fc8,523649f043407b9e237008df5cd9ed5182cf53e8a3580dfb8ec0a32827519fc8,523649f043407b9e237008df5cd9ed5182cf53e8a3580dfb8ec0a32827519fc8,Official feed of corrupt Police in USA. We are just getting started - expect us. #BlackLivesMatter #ACAB,0,1,0,0,"['7f735fa27e8378f1418559370e6342b307a1b38e227b0e41df881d17f91a290b', 'ddfd06b8f6b4181acba40f0858d321d7621f13f6b7898e9bfc2396071db5f241', 'c465bceee4e65cc392661fafdecabc98450eb1f0b67e66a5a0d69be631f34ca5', '3f22ec97e6f7c68c28e59390710135dbfd067aa024eeb34f13dbb905b4dde4a5', '8259e1406c6cfcf3c0350d9c30aa16ba91dc549e97d557de9a9b5ed9ab291200', 'f1dc2d4ba0ac7fa438def6de29cad092542d54ae4364b9e193ae7c1a8653f382']","[1, 2]",2,6,548,725,831,828,7,45,133,341,89,1,0,1.323,1058,1,1
52427a8fbf86f80053dcbeb250a2303c8f58eae625a1c66adcfb4408c577fe16,52427a8fbf86f80053dcbeb250a2303c8f58eae625a1c66adcfb4408c577fe16,52427a8fbf86f80053dcbeb250a2303c8f58eae625a1c66adcfb4408c577fe16,Lifelong travel advocate,0,0,1,0,[],[],0,0,95,18,99,207,1,0,45,85,3,0,0,0.1895,29,4,2
52a7b3b1afc05fd087a2fe980c143a6a3cde7f6bbd99a84400775fab42066a26,52a7b3b1afc05fd087a2fe980c143a6a3cde7f6bbd99a84400775fab42066a26,52a7b3b1afc05fd087a2fe980c143a6a3cde7f6bbd99a84400775fab42066a26,Act Decidedly And Take The Consequences. No Good Is Ever Done By Hesitation.,0,0,1,0,[],[],0,0,299,0,67,100,0,29,0,8,0,0,0,0,570,1,2
52feb8f05c824b8c3b30432fd7aa27b058604ffbdd7aa10056540cce86ea8299,52feb8f05c824b8c3b30432fd7aa27b058604ffbdd7aa10056540cce86ea8299,52feb8f05c824b8c3b30432fd7aa27b058604ffbdd7aa10056540cce86ea8299,â€  don't say my name â€ ,0,0,1,0,[],[],0,0,1,2,619,529,0,0,0,2,0,0,0,2,211,1,2
533bd35fdbbec65d406b13a6a6e128c0604f41a8e9c1bd83a211860a46d9c508,533bd35fdbbec65d406b13a6a6e128c0604f41a8e9c1bd83a211860a46d9c508,533bd35fdbbec65d406b13a6a6e128c0604f41a8e9c1bd83a211860a46d9c508,"""Dont cha wish your girlfriend was hot like me?""",0,0,1,0,"['2da30e2d49d524713f3a9ffd559f509d4289e32002a44fa3b713d815e25a8a45', '212274cc2985b28273a7531d4340aeaf2a6455dd1792fa19d26ba41c54d89105', '2573225349', '80cdfc34ac2e3281ac4cb4cff34d8aa42e1810edd453c4b716364183eb1e0b61', '9db51e914e3697f417f9c4c25d901767a19e09ce4c07a316dd6e451ffb208d59', '9e4bae21f00d13160fea0fc876fbff777c2400832ae049a19a0aa88d7401cf44', 'f5d91013627ed2dee5f69ad1de9be2d302eba4cc3bedb8a6c734275f55a08646', '2496599688', '1718000594', '76de6903465b2c32d01f3e7f31cd0d91d84bd7035412ebeaaff87a319717e841', '9a1f897e1fa9711af2b40d33277a8e51270fb3609903dec35890ea8a19dde985', 'b406cab00622d0ad36127228a7a87af0e12a5ed9f99dcd20804337780f792a6c', 'fb211b9d17bd6b58de883bc7109f2910e8af47b3ee169b0eabc42bb6b6ee2eeb', '2878166306', 'bc52f7a091e464b1928f340c978a264354ca3f96c6e181e1b6b0834acd86d844', '4728ce55f167bdbe09054a661cd4eb00f0c35d50d1d0b8b6d918b47c86335ec7', '138c356cde5939060f3491ce10e756cadb57274aba02e94069345205d0744167', '2616344667', '3d3ace7a95bf1f169655e6c84cb92f918bd580300a107d64fb5e9d56256f46bb', '0bd393301bee1cddd6251ba705dd3338938dbb7d85d31111acb557a01f0451ae', '364877b039dc05559df1e2fecf05f9ab802cbb4902dc2e6d4e4d4b678bad8ee2']","[0, 1, 2]",3,21,959,197,500,462,9,118,69,352,106,0,0,0.2054,752,1,2
539ad2a308023aabf651f12ac0b6f28a9214b86a1a4e43a24df5dfe2fed72b1d,539ad2a308023aabf651f12ac0b6f28a9214b86a1a4e43a24df5dfe2fed72b1d,539ad2a308023aabf651f12ac0b6f28a9214b86a1a4e43a24df5dfe2fed72b1d,Political junkie,0,0,1,0,[],[],0,0,2,5,4,55,0,0,0,1,0,0,0,2.5,3,1,2
53af1887d91472f63c8639ce894a58d09a86691f114b62b8f67ed6315ec1486e,53af1887d91472f63c8639ce894a58d09a86691f114b62b8f67ed6315ec1486e,53af1887d91472f63c8639ce894a58d09a86691f114b62b8f67ed6315ec1486e,Try to be like the turtle - at ease in your own shell.,0,0,1,0,[],[],0,0,1,2,42,259,0,0,0,0,0,0,0,2,250,1,2
53d6b7e23c73c7c842e44121dc5dd5143129610d902098d8a61fdcc29ae67a24,53d6b7e23c73c7c842e44121dc5dd5143129610d902098d8a61fdcc29ae67a24,53d6b7e23c73c7c842e44121dc5dd5143129610d902098d8a61fdcc29ae67a24,you gotta find your path,0,0,1,0,[],[],0,0,1,0,21,167,0,0,0,1,0,0,0,0,225,1,2
53f0808bb42f1714f7cbcac7785529cef7ff62b4ede5ce80affb764a4e45aaf6,53f0808bb42f1714f7cbcac7785529cef7ff62b4ede5ce80affb764a4e45aaf6,53f0808bb42f1714f7cbcac7785529cef7ff62b4ede5ce80affb764a4e45aaf6,"""Lifes beautiful""",0,0,1,0,[],[],0,0,504,0,46,280,3,7,7,340,25,0,0,0,214,1,2
5417c41cc4c1c0748c36723ed5e1a614dd83c0637f4d31f909d0e76dacff274b,5417c41cc4c1c0748c36723ed5e1a614dd83c0637f4d31f909d0e76dacff274b,5417c41cc4c1c0748c36723ed5e1a614dd83c0637f4d31f909d0e76dacff274b,Always summer,0,0,1,0,[],[],0,0,1,3,270,265,0,0,0,0,1,0,0,3,281,4,2
54832d020e5c9a606b03af6aacc5384e5c9d711f982f99f5975b430450822e4e,54832d020e5c9a606b03af6aacc5384e5c9d711f982f99f5975b430450822e4e,54832d020e5c9a606b03af6aacc5384e5c9d711f982f99f5975b430450822e4e,"I love baseball, I like cooking,  photographer",0,0,1,0,"['b674c51c2ae3b1053bba19cb627d67a4f3c48dc2ee1e5025ef06c9e88d59dddf', '28decfccddd84f67c4f47019afb636ad3d347a32482811038478ff8b09e345ba']",[2],1,2,93,12,123,231,1,0,31,89,9,0,0,0.129,405,4,2
548435500e2296a9a62fba5c27c274f167ec18ca7ba8e4f44d63a2897f1d441c,548435500e2296a9a62fba5c27c274f167ec18ca7ba8e4f44d63a2897f1d441c,548435500e2296a9a62fba5c27c274f167ec18ca7ba8e4f44d63a2897f1d441c,IN GOD WE TRUST,0,0,1,0,[],[],0,0,249,0,104,138,0,3,1,26,89,0,0,0,826,1,2
548928d7a5083adc5c19048567a809a495f92c36d95d61d9f01e89784d08ea38,548928d7a5083adc5c19048567a809a495f92c36d95d61d9f01e89784d08ea38,548928d7a5083adc5c19048567a809a495f92c36d95d61d9f01e89784d08ea38,Coffee junkie,0,0,1,0,"['48415a7b9ab09f810d22fa1b440c6fb53e2cbcd31a697381527a4eccdfebd623', 'b674c51c2ae3b1053bba19cb627d67a4f3c48dc2ee1e5025ef06c9e88d59dddf']","[2, 3]",2,2,97,14,181,224,0,1,36,73,4,0,0,0.1443,267,4,2
5497551d2d92bbaafe1ff76b93a567d32e301b62c813ccb5a3e329d0a11f9910,5497551d2d92bbaafe1ff76b93a567d32e301b62c813ccb5a3e329d0a11f9910,5497551d2d92bbaafe1ff76b93a567d32e301b62c813ccb5a3e329d0a11f9910,Lokale Nachrichten aus ThÃƒÂ¼ringen. Hier kannst Du wichtige und aktuelle Nachrichten finden. Lies die News aus Deiner Stadt und schreib uns in die DN!,1,0,0,0,[],[],0,0,13,0,268,366,2,10,0,2,13,0,0,0,138,3,0
54ecaa6e7991d0151b653ae3fff7c3385020157e294a985132a9df04706b39cf,54ecaa6e7991d0151b653ae3fff7c3385020157e294a985132a9df04706b39cf,54ecaa6e7991d0151b653ae3fff7c3385020157e294a985132a9df04706b39cf,Life is a game,0,0,1,0,"['8cd6774724c40801bccd8cfa0e1fe42128aa5f132686ffc3994a1187aced3551', '1217457b2be85f0bf13e90a0a1b74a772306ecf4d45c1775792d4d892927087a']","[2, 3]",2,2,129,12,123,237,0,2,35,133,8,0,0,0.093,132,1,2
551dfab631688ee2a83abb619fce85f1c031bd8b2a08c26b819f7ead7991a88d,551dfab631688ee2a83abb619fce85f1c031bd8b2a08c26b819f7ead7991a88d,551dfab631688ee2a83abb619fce85f1c031bd8b2a08c26b819f7ead7991a88d,Lokale Nachrichten aus Hannover. Hier kannst Du wichtige und aktuelle Nachrichten finden. Lies die News aus Deiner Stadt und schreib uns in die DN!,1,0,0,0,[],[],0,0,5,0,181,306,0,4,0,2,5,0,0,0,149,3,0
553d7b7320e135ce7dd5d0ad25f997f911b688e850cc73f8b689b79aefa4109b,553d7b7320e135ce7dd5d0ad25f997f911b688e850cc73f8b689b79aefa4109b,553d7b7320e135ce7dd5d0ad25f997f911b688e850cc73f8b689b79aefa4109b,RT not equals endorsement,0,0,1,0,[],[],0,0,1,7,0,17,0,0,0,0,0,0,0,7,1,1,2
555f324dd0c61be9b745fdd77ff3ef66f8af26c5952dd93d0da0af004fb59fd4,555f324dd0c61be9b745fdd77ff3ef66f8af26c5952dd93d0da0af004fb59fd4,555f324dd0c61be9b745fdd77ff3ef66f8af26c5952dd93d0da0af004fb59fd4,Conservative. Views are mine. #tcot #PJNET #InGodWeTrust #WakeUpAmerica,0,0,0,1,[],[],0,0,130,125,325,277,1,3,0,11,0,0,0,0.9615,208,1,3
556f4adb5af9bbebb773ed2734cc61d135ab03cd8bc41f6a8484e0993fb345ba,556f4adb5af9bbebb773ed2734cc61d135ab03cd8bc41f6a8484e0993fb345ba,556f4adb5af9bbebb773ed2734cc61d135ab03cd8bc41f6a8484e0993fb345ba,AFRICA IN THE HEART,0,0,1,0,[],[],0,0,2,1,212,354,0,0,0,2,0,0,0,0.5,309,1,2
5577e296af1dcbd8a879ae11bc5ed9cd9971eb2b079724aed3821496f92d169d,5577e296af1dcbd8a879ae11bc5ed9cd9971eb2b079724aed3821496f92d169d,5577e296af1dcbd8a879ae11bc5ed9cd9971eb2b079724aed3821496f92d169d,leader,0,0,1,0,[],[],0,0,13,7,71,110,1,0,0,24,0,0,0,0.5385,322,1,2
559487c899d7361fcf6fcc64c6686b952002ffb8949ec0667193da0d18108a4b,559487c899d7361fcf6fcc64c6686b952002ffb8949ec0667193da0d18108a4b,559487c899d7361fcf6fcc64c6686b952002ffb8949ec0667193da0d18108a4b,"Fantik; Tatting, - in life - Advertising designer",0,0,1,0,['6f0b2ba4f2a1fa585e1c4fe233f7f91904e49919cfc29c358cd7888aa94f95b6'],[2],1,1,20,0,103,7,0,0,0,0,20,0,0,0,323,4,2
55ba49c2cf8080dde0a69f81ad2f32379439b63f77ca309a56d94d5ebe7a9c9d,55ba49c2cf8080dde0a69f81ad2f32379439b63f77ca309a56d94d5ebe7a9c9d,55ba49c2cf8080dde0a69f81ad2f32379439b63f77ca309a56d94d5ebe7a9c9d,"Assistant attorney, specialization, assistance and legal support of conscripts. More in hp",0,0,1,0,[],[],0,0,6,479,693,1979,0,0,0,9,1,0,0,79.8333,190,4,2
55c3683222d93cb773a95f5b5d781d9cc5c4e4c984735e2265ce5782d4dab9fc,55c3683222d93cb773a95f5b5d781d9cc5c4e4c984735e2265ce5782d4dab9fc,55c3683222d93cb773a95f5b5d781d9cc5c4e4c984735e2265ce5782d4dab9fc,"looking for myself, looking for you",0,0,1,0,[],[],0,0,1,0,201,1141,0,0,0,0,1,0,0,0,291,4,2
56078c7539382d72f23d6958f0c74928ae27bd6e6a798e3cfcfe661696d3fc62,56078c7539382d72f23d6958f0c74928ae27bd6e6a798e3cfcfe661696d3fc62,56078c7539382d72f23d6958f0c74928ae27bd6e6a798e3cfcfe661696d3fc62,"We may make our plans, but God has the last word. #blm #blc #black #blacklivesmatters",0,0,0,1,"['7bd4c632509e62fe8a3e3b98b89aba580664a06b7cb4f2e3a5fbf061197bba60', 'dce04b9807276c27a04ad521e37f061bcdfc8bc46cc6dc3d47128b263bd61124', '592e0d389eff06bf3e4f41cd037cc0de88ff94bd62af6a903c2a917023d040cb', '12c8f1b1c918d2cecd0102e4f7fdb2771217a46750b220c1af5173d1d19d4112', '4188a238189b84504e938657369f0084adc37a0cda236d98c181b992a0a09317', '88669ad69e40d7c199af91e8107f1e0e7988d377d2e41fff77182bf42f31a1ed', 'c465bceee4e65cc392661fafdecabc98450eb1f0b67e66a5a0d69be631f34ca5', 'a69df6abc4e894f08c3d2422e6ad0944977fef8c99a1ba66c0df58827ba901a8', '4859142199', '70007b94f796e3b39c18da7711327730b9e58032323c6e7b8438fc9c6acf835c']","[1, 2, 3]",3,10,676,318,484,2056,7,61,114,691,58,0,0,0.4704,1026,1,3
5625ccf109dc80b224458990f8709832900faecd798b9fa9f7d416f00db22e08,5625ccf109dc80b224458990f8709832900faecd798b9fa9f7d416f00db22e08,5625ccf109dc80b224458990f8709832900faecd798b9fa9f7d416f00db22e08,"""stand 4 conservatism, patriotism & optimism: Dont Take My Lemonade Stand & Obama 2012 Slogans.Protect our Kids! #WakeUpAmerica""",0,0,0,1,"['ef983249ef6ed5de427c4dc19ad6d966c6cf572c2505e44142e7e7261f917ae6', '2882013788', 'fc11ec3417df6e1b4eecc20c87a8f2f73d5bd62d1b6b108a1824737fb9cf3564', 'e9e55093f99066a1802191d1dd7e43661a118501b7e0ed75cee9cb7803709ae6', '85722e04d52ae21ade22cdf2ce62cf03d2e8eba20a1602b66cb7e65e2713d723', '815561925624b72a95321d039bf8bdf0da5620f8475e62ce2dee37beb71abcab', 'dfcf2c9017b25c825fa444e17e429f3a6e739bc44ca7db41645470fe4410ad25', 'c982f7295cf57508a8d39bae6310c9546492d4105cac8d18cc798e56f7573376', 'd5b03d33025be9a213bb9177892a502894142060da1696d70ddefd80f9e3d82c', 'fde230643125950bccce743024f20fedababd6aa5e00791bfa35543b9ed37169', 'a396435b41bb21c018281c802df9fa8d1a1eaa9b5b139c72bc1114ca62871b9c', 'a7c8036fe226282e882c9c6e9d9dbd995173b940989e557a2a498809a2910644', '12c8f1b1c918d2cecd0102e4f7fdb2771217a46750b220c1af5173d1d19d4112', 'db869cae844d0785bd135d4dbca97a219364751938a945f899d590521778f081', '73824eacf3a3107d4fe3c2d2730f3981e33a9f8380701b8738ce7d35b0563631', '2aae433624dcea729731ff8e44b0bdedc56e7cc9eea9bedd14bb264b07eedd5c', '49f642cdd3c609047ae7226c70f6af88a66880923b4d86e994c056bed1fab11a', '9bca1b664322b3b2ccc17b3e29d9f7ea2a9bd5f05a35be40afeefc7801e5e573', '3438999494', '5ad1a4ad9a7d67c045ab752c7a946a9d847d5d7e03684174835269a193c2820e', '8d54f855e43cf264874a99b36f950a68eea08c0527a47aa8c6332b146ef1ccd2']","[2, 3]",2,21,826,5843,2271,2938,53,443,168,1103,49,28,0,7.0738,1012,1,3
5663ae8119f89c866da22da32d21a3300cf54fee85d9ef51e54ea9d5e48f1d04,5663ae8119f89c866da22da32d21a3300cf54fee85d9ef51e54ea9d5e48f1d04,5663ae8119f89c866da22da32d21a3300cf54fee85d9ef51e54ea9d5e48f1d04,Jeder lebt in seiner RealitÃƒÂ¤t,0,0,1,0,[],[],0,0,1,4,15,39,0,0,0,6,0,0,0,4,97,1,2
5667adb0979912f7534cb90fd200b8442cfd3910b7eb913c9c717d7a1750adaf,5667adb0979912f7534cb90fd200b8442cfd3910b7eb913c9c717d7a1750adaf,5667adb0979912f7534cb90fd200b8442cfd3910b7eb913c9c717d7a1750adaf,nerd,0,0,1,0,[],[],0,0,390,1,118,145,2,7,0,58,91,0,0,0.0026,693,1,2
566e45ac92c91b4ef5d8b96bd86b67f18534e4bd2ca92476d3475b1d78a7ed3a,566e45ac92c91b4ef5d8b96bd86b67f18534e4bd2ca92476d3475b1d78a7ed3a,566e45ac92c91b4ef5d8b96bd86b67f18534e4bd2ca92476d3475b1d78a7ed3a,"""Life isnt diamonds & Rose but it SHOULD be!""",0,0,1,0,"['0dea399346f2f1a94e11fbc84897a35f1ccd3fcde6ea5f0e207ba0b296412e47', '3da8a7609e8e8bbc93fb2051c4d6568ad5436d629d003735f217ecd3acd1bb7e', '9654d48c86e21d57ccefa8fbb945ca3355f558bd47bca51ff24ae636043640ed', 'a69df6abc4e894f08c3d2422e6ad0944977fef8c99a1ba66c0df58827ba901a8', '8e0f9e0d48b59943194b3bed56e1b910c1ef89adfe59e395f1b0bb88e142b3b8', 'fde230643125950bccce743024f20fedababd6aa5e00791bfa35543b9ed37169', '3434652527f405b7fd0a49064a0760dc11c1eaf80a42b7c8afc800d6a3612ce2', '9da254eb4e8a37d4e995e2bcac5030b3b5a45cb7226221ae3cd17560e22c3531']",[2],1,8,660,459,2177,1183,9,38,100,262,137,0,0,0.6955,934,1,2
